sku_id,kategori,arsvolum,cv_target,pris,leveringstid_dager,lt_variabilitet,holdbarhet_dager,substitusjonsgrad,kampanjer_ar
S00665,sesong,673.87,0.659,32.0,13.45,0.176,124.0,0.378,4.8
S00666,sesong,2031.47,0.779,138.2,14.84,0.324,170.3,0.32,6.61
S00667,frossen,3399.2,0.431,159.48,14.77,0.374,257.9,0.269,4.34
S00668,reservedel,98.54,0.926,297.9,21.72,0.508,3333.7,0.164,0.21
S00669,sesong,706.06,0.825,67.84,6.98,0.33,320.5,0.121,8.77
S00670,frossen,5103.15,0.225,160.17,18.26,0.283,496.7,0.536,2.23
S00671,frossen,2332.22,0.42,197.2,21.41,0.221,179.2,0.53,5.99
S00672,frossen,1366.27,0.24,160.96,8.35,0.214,490.0,0.52,5.53
S00673,premium,313.48,1.497,677.96,7.96,0.416,1051.5,0.369,0.47
S00674,ikke-mat,1511.47,1.335,317.21,27.85,0.283,1415.6,0.356,3.15
S00675,kampanje,3470.84,0.594,38.31,13.54,0.394,175.1,0.315,12.59
S00676,reservedel,39.93,2.18,348.04,46.57,0.257,2165.1,0.072,0.11
S00677,ikke-mat,474.42,1.494,422.73,16.75,0.295,888.3,0.347,1.41
S00678,daglig,1070.01,0.39,53.79,2.97,0.205,12.1,0.415,6.25
S00679,ikke-mat,61.85,0.705,448.21,29.86,0.313,1629.4,0.197,2.95
S00680,frossen,2500.65,0.526,168.94,16.72,0.364,400.8,0.253,2.46
S00681,reservedel,45.07,1.783,2910.66,49.58,0.358,1932.8,0.182,1.52
S00682,premium,191.34,1.06,1363.04,15.69,0.399,260.1,0.326,1.54
S00683,premium,98.84,1.288,1037.8,17.29,0.24,438.4,0.205,1.23
S00684,daglig,3037.2,0.404,46.05,2.7,0.173,10.6,0.675,3.49
S00685,kampanje,1994.66,0.986,49.84,7.33,0.331,112.4,0.339,18.49
S00686,frossen,2093.88,0.389,67.74,14.92,0.267,211.8,0.427,3.85
S00687,daglig,3170.59,0.216,15.01,5.14,0.299,26.9,0.409,3.51
S00688,reservedel,26.87,2.295,1893.99,40.82,0.422,1459.7,0.18,0.06
S00689,kampanje,676.65,0.987,53.21,12.26,0.343,49.2,0.378,15.65
S00690,ikke-mat,244.08,0.743,111.99,9.14,0.317,1251.8,0.171,2.85
S00691,reservedel,91.75,1.28,2529.84,67.59,0.397,843.1,0.078,0.32
S00692,kampanje,3113.53,0.605,116.65,9.89,0.304,157.1,0.311,17.33
S00693,kampanje,14889.82,0.894,26.11,12.33,0.205,50.8,0.619,13.58
S00694,daglig,4639.02,0.341,41.18,3.17,0.127,29.1,0.442,5.17
S00695,frossen,2680.73,0.438,166.66,23.32,0.374,221.8,0.386,2.04
S00696,kampanje,9198.65,0.747,76.15,5.69,0.364,152.6,0.651,8.55
S00697,daglig,2846.0,0.243,22.47,3.07,0.211,12.5,0.558,5.93
S00698,reservedel,9.65,2.078,1934.29,18.86,0.526,829.2,0.079,0.11
S00699,frossen,6909.78,0.461,92.26,16.57,0.292,110.5,0.372,4.56
S00700,ikke-mat,490.1,0.69,317.22,12.72,0.155,592.2,0.299,1.24
S00701,reservedel,721.4,2.214,973.81,47.25,0.52,1849.7,0.014,1.07
S00702,ikke-mat,55.66,1.763,138.41,23.89,0.271,599.0,0.366,2.0
S00703,sesong,4951.04,0.618,116.72,10.86,0.159,175.3,0.48,6.38
S00704,frossen,3486.7,0.475,193.96,26.07,0.314,259.3,0.432,5.26
S00705,daglig,9538.08,0.287,15.94,4.28,0.131,8.4,0.599,5.93
S00706,premium,428.29,1.361,1571.58,16.68,0.361,193.0,0.288,0.36
S00707,ikke-mat,210.21,1.588,347.54,28.72,0.493,1669.2,0.153,3.51
S00708,daglig,7558.17,0.411,17.58,2.47,0.285,11.0,0.547,4.74
S00709,kampanje,2021.49,1.196,107.67,13.12,0.257,63.0,0.47,13.44
S00710,daglig,5055.69,0.384,59.83,4.11,0.178,16.0,0.438,3.6
S00711,ferskvare,2362.11,0.441,78.68,1.45,0.104,1.2,0.354,3.85
S00712,frossen,2900.62,0.555,139.79,15.47,0.231,270.6,0.333,5.48
S00713,kampanje,948.99,0.738,33.65,13.19,0.21,31.9,0.373,17.73
S00714,ferskvare,3222.58,0.469,41.83,1.14,0.228,2.2,0.313,3.86
S00715,ikke-mat,86.9,1.56,246.64,11.04,0.272,1429.7,0.127,0.47
S00716,daglig,28695.3,0.332,58.62,3.5,0.113,19.4,0.655,2.84
S00717,frossen,3749.2,0.538,172.8,16.02,0.393,530.9,0.252,3.47
S00718,frossen,4777.85,0.234,98.14,12.48,0.39,275.2,0.505,3.55
S00719,ikke-mat,1068.63,0.601,72.38,14.11,0.39,863.9,0.127,1.27
S00720,sesong,1564.59,0.717,45.16,9.6,0.278,281.2,0.205,5.3
S00721,premium,310.38,0.71,493.09,11.01,0.207,380.6,0.129,1.92
S00722,sesong,686.82,0.775,130.53,10.22,0.334,283.6,0.422,8.05
S00723,sesong,1584.57,0.661,42.61,12.22,0.159,61.2,0.473,7.83
S00724,kampanje,5268.23,0.772,77.05,12.92,0.33,120.4,0.484,12.15
S00725,daglig,2356.6,0.277,29.61,3.71,0.185,29.8,0.683,4.16
S00726,ikke-mat,1207.07,1.117,64.68,18.2,0.434,1329.4,0.179,2.91
S00727,daglig,4750.31,0.337,40.55,5.36,0.127,11.5,0.594,2.26
S00728,ikke-mat,286.44,1.546,109.49,16.5,0.496,1103.6,0.299,2.24
S00729,ferskvare,2783.78,0.487,44.68,1.58,0.105,6.1,0.313,4.75
S00730,sesong,1925.68,0.749,62.2,7.49,0.257,272.2,0.178,6.05
S00731,ferskvare,1870.44,0.448,25.95,2.02,0.117,3.9,0.425,3.26
S00732,ferskvare,1764.07,0.568,51.75,2.64,0.134,3.1,0.33,3.1
S00733,premium,632.47,1.123,1224.12,6.19,0.161,1193.4,0.15,0.27
S00734,ikke-mat,805.9,1.756,296.5,14.47,0.442,663.9,0.272,1.43
S00735,kampanje,2782.09,0.973,31.07,8.82,0.249,162.7,0.355,8.65
S00736,reservedel,20.67,1.671,2695.7,14.48,0.52,829.4,0.008,0.92
S00737,daglig,8261.63,0.158,11.77,4.91,0.142,22.1,0.7,2.36
S00738,sesong,1559.97,0.584,80.64,6.39,0.318,231.0,0.302,9.78
S00739,kampanje,2203.15,1.018,112.85,13.08,0.398,49.8,0.618,17.65
S00740,kampanje,1659.13,0.731,116.51,6.04,0.3,108.2,0.365,16.67
S00741,premium,126.03,1.433,759.03,15.77,0.197,1262.8,0.386,0.46
S00742,daglig,3462.99,0.302,36.57,4.83,0.198,20.8,0.492,4.27
S00743,ikke-mat,1089.55,1.317,123.71,26.16,0.353,953.5,0.2,1.75
S00744,premium,80.3,1.06,951.18,16.43,0.264,727.1,0.201,0.45
S00745,frossen,1098.5,0.562,180.33,16.49,0.257,377.1,0.582,4.91
S00746,ikke-mat,270.75,1.703,355.29,15.83,0.246,1094.8,0.231,3.77
S00747,daglig,11156.11,0.254,41.97,4.08,0.126,27.0,0.544,4.6
S00748,frossen,4291.28,0.421,150.84,25.5,0.21,528.0,0.482,3.14
S00749,ikke-mat,254.76,1.651,166.56,16.57,0.397,1638.1,0.363,3.01
S00750,sesong,3075.15,0.889,65.84,7.05,0.345,121.5,0.155,7.38
S00751,reservedel,40.05,1.922,2448.03,57.59,0.262,2351.6,0.244,0.32
S00752,kampanje,5720.85,0.552,72.46,5.95,0.345,174.3,0.384,15.79
S00753,sesong,2140.51,0.829,86.42,20.15,0.257,108.0,0.28,4.42
S00754,sesong,1823.73,0.795,74.36,13.45,0.284,298.8,0.132,3.16
S00755,kampanje,3366.41,0.853,33.65,8.11,0.288,46.4,0.667,15.19
S00756,daglig,4594.1,0.302,25.71,5.42,0.215,18.4,0.764,7.03
S00757,premium,58.93,0.668,1304.15,11.44,0.355,1153.6,0.189,0.85
S00758,premium,487.32,0.801,1267.67,16.44,0.292,1106.5,0.253,2.14
S00759,reservedel,251.54,2.116,911.81,43.36,0.542,1451.1,0.221,1.91
S00760,sesong,526.75,0.651,108.94,20.87,0.264,95.1,0.118,8.53
S00761,kampanje,9142.39,0.776,95.74,8.65,0.374,140.2,0.69,18.66
S00762,ferskvare,3832.78,0.481,16.54,2.98,0.139,5.0,0.64,1.8
S00763,kampanje,2761.46,0.837,67.2,7.74,0.317,167.2,0.431,14.95
S00764,premium,152.05,1.35,265.17,19.97,0.164,933.6,0.273,2.36
S00765,daglig,6993.86,0.376,17.48,3.88,0.246,22.0,0.484,3.82
S00766,sesong,3181.05,0.674,35.78,8.51,0.218,364.8,0.221,3.18
S00767,daglig,3685.29,0.232,59.62,4.82,0.11,17.3,0.469,2.74
S00768,frossen,1905.04,0.402,157.57,25.74,0.249,505.3,0.407,3.04
S00769,daglig,3004.56,0.318,46.08,3.12,0.273,12.5,0.736,2.47
S00770,premium,207.92,0.919,1566.49,5.6,0.413,474.1,0.236,1.06
S00771,daglig,2792.23,0.281,44.52,4.3,0.2,21.2,0.759,6.2
S00772,daglig,3869.08,0.344,40.32,3.73,0.225,17.2,0.703,7.81
S00773,daglig,2041.45,0.331,47.47,2.71,0.196,12.9,0.401,7.8
S00774,reservedel,2.36,1.773,872.96,51.58,0.374,3073.8,0.3,0.7
S00775,premium,120.32,0.603,830.47,3.31,0.184,527.8,0.148,2.2
S00776,sesong,3885.51,0.883,58.74,6.74,0.152,278.1,0.203,6.57
S00777,sesong,5627.09,0.513,83.55,18.63,0.199,141.4,0.423,4.91
S00778,daglig,4856.44,0.278,10.63,5.64,0.228,20.4,0.481,6.2
S00779,ikke-mat,652.13,1.657,281.77,24.81,0.242,543.2,0.381,3.18
S00780,ikke-mat,413.33,0.628,377.3,10.15,0.269,1282.2,0.14,0.29
S00781,kampanje,2076.48,0.752,86.07,13.89,0.334,108.8,0.508,12.52
S00782,daglig,3221.57,0.438,49.4,3.7,0.166,27.3,0.454,7.1
S00783,reservedel,116.14,2.271,1568.23,21.54,0.538,1796.8,0.096,1.02
S00784,kampanje,5065.99,0.994,33.72,8.36,0.378,35.4,0.483,15.93
S00785,sesong,469.06,0.862,58.95,10.64,0.338,330.2,0.323,6.33
S00786,reservedel,145.34,1.0,2864.22,59.09,0.383,1538.8,0.103,0.25
S00787,ferskvare,3124.74,0.332,61.73,2.96,0.118,3.8,0.498,1.83
S00788,ikke-mat,248.05,1.327,112.94,8.87,0.45,819.6,0.352,2.51
S00789,ferskvare,882.6,0.544,61.89,1.9,0.159,3.3,0.467,1.65
S00790,premium,245.31,0.928,255.31,7.95,0.376,919.8,0.342,1.63
S00791,premium,238.14,0.608,1763.21,3.27,0.329,1194.4,0.2,1.8
S00792,premium,59.23,0.567,213.54,4.71,0.18,961.9,0.258,1.37
S00793,daglig,5373.05,0.231,48.87,5.64,0.188,8.9,0.719,7.31
S00794,ikke-mat,466.31,0.892,67.59,19.78,0.468,1354.7,0.227,2.57
S00795,daglig,9860.22,0.396,29.6,3.39,0.217,17.7,0.791,5.1
S00796,premium,141.68,0.934,1076.7,9.39,0.367,667.2,0.215,1.85
S00797,kampanje,2594.5,0.878,65.3,11.19,0.352,156.9,0.45,11.92
S00798,daglig,6098.97,0.325,41.59,4.22,0.255,11.4,0.622,2.95
S00799,ferskvare,2901.9,0.423,43.47,2.77,0.216,4.2,0.68,3.12
S00800,ferskvare,4799.97,0.309,36.43,1.68,0.116,4.0,0.377,4.17
S00801,frossen,978.92,0.588,143.61,26.67,0.298,105.0,0.43,4.23
S00802,sesong,1554.81,0.881,110.6,16.92,0.249,248.6,0.203,9.82
S00803,kampanje,1783.28,0.586,83.62,13.83,0.379,135.3,0.696,16.67
S00804,ferskvare,9861.28,0.46,20.98,1.44,0.163,2.2,0.681,5.98
S00805,premium,49.04,0.949,423.21,9.06,0.22,599.9,0.165,0.34
S00806,kampanje,2025.98,1.139,28.52,7.25,0.306,83.2,0.507,8.52
S00807,ferskvare,5853.76,0.488,57.54,1.88,0.153,2.4,0.5,1.13
S00808,ikke-mat,242.41,1.413,93.49,6.57,0.378,945.8,0.421,3.75
S00809,ikke-mat,222.78,0.917,293.45,20.7,0.368,834.8,0.126,0.84
S00810,reservedel,74.13,1.111,2970.0,10.83,0.441,3496.1,0.108,1.05
S00811,ikke-mat,96.27,1.173,376.84,23.63,0.433,1806.5,0.248,2.99
S00812,ikke-mat,1243.77,1.4,345.95,23.74,0.46,875.0,0.361,1.12
S00813,ikke-mat,325.73,1.549,218.05,17.72,0.267,611.8,0.204,3.65
S00814,frossen,1901.46,0.59,74.84,22.18,0.315,403.6,0.458,4.83
S00815,daglig,3470.64,0.17,23.54,4.83,0.199,19.6,0.639,4.3
S00816,reservedel,33.43,2.13,2308.61,52.92,0.556,2464.5,0.29,0.24
S00817,reservedel,12.56,1.711,979.21,43.0,0.346,3383.7,0.107,0.35
S00818,ikke-mat,645.46,1.075,88.36,19.12,0.338,617.9,0.339,2.27
S00819,ikke-mat,80.72,0.899,430.49,19.03,0.159,1563.2,0.179,3.14
S00820,premium,355.5,1.566,1744.93,7.94,0.38,585.6,0.289,1.79
S00821,premium,153.75,0.564,404.71,7.64,0.422,843.8,0.339,2.51
S00822,daglig,8800.07,0.267,53.19,4.97,0.249,27.7,0.639,5.17
S00823,daglig,8153.71,0.393,12.69,2.01,0.206,8.7,0.791,2.03
S00824,reservedel,314.69,1.314,3098.76,32.89,0.211,798.9,0.166,1.97
S00825,frossen,4913.94,0.393,51.58,17.97,0.32,203.0,0.445,5.6
S00826,reservedel,45.27,1.289,734.95,17.43,0.266,2553.9,0.031,1.48
S00827,kampanje,1964.76,0.979,39.74,4.85,0.246,174.3,0.685,12.58
S00828,reservedel,159.92,1.767,990.07,68.78,0.288,1801.6,0.129,0.25
S00829,daglig,1923.01,0.192,39.2,3.63,0.134,7.3,0.509,2.37
S00830,ferskvare,3575.38,0.534,68.98,2.89,0.164,5.2,0.566,2.09
S00831,frossen,1982.71,0.519,111.2,11.78,0.399,142.0,0.582,5.24
S00832,kampanje,1303.46,1.067,40.82,10.33,0.351,141.9,0.409,10.17
S00833,reservedel,469.65,1.875,2691.29,56.14,0.47,1492.0,0.144,0.67
S00834,kampanje,839.7,0.557,53.95,6.56,0.314,39.3,0.408,8.54
S00835,reservedel,9.57,1.474,539.68,67.48,0.434,2709.8,0.159,1.61
S00836,ikke-mat,277.75,1.059,326.01,10.75,0.378,947.8,0.103,3.82
S00837,frossen,3705.72,0.599,87.33,16.64,0.37,227.1,0.38,4.66
S00838,premium,143.59,0.965,695.06,15.18,0.191,477.9,0.313,0.47
S00839,frossen,5441.35,0.506,50.66,24.89,0.345,242.7,0.506,4.91
S00840,ferskvare,2029.78,0.445,70.1,3.0,0.187,5.9,0.598,5.28
S00841,premium,94.86,0.682,1138.16,11.09,0.321,1201.5,0.38,1.25
S00842,reservedel,11.77,1.235,1747.8,11.31,0.402,2317.8,0.221,1.3
S00843,premium,157.73,0.627,1756.9,19.6,0.248,511.3,0.231,2.07
S00844,kampanje,732.27,0.594,60.28,6.61,0.265,54.4,0.564,14.32
S00845,ferskvare,2615.5,0.422,74.7,2.91,0.12,6.3,0.582,4.46
S00846,kampanje,4339.45,0.554,118.22,10.07,0.28,111.6,0.316,10.08
S00847,kampanje,2588.55,1.062,85.87,10.01,0.363,40.2,0.576,16.59
S00848,frossen,2617.52,0.278,70.29,11.16,0.305,151.0,0.464,2.42
S00849,ikke-mat,810.5,0.83,445.46,12.57,0.228,652.3,0.25,2.42
S00850,daglig,3583.56,0.259,41.3,3.93,0.269,20.1,0.516,6.22
S00851,ikke-mat,766.89,1.785,401.64,9.92,0.425,1242.4,0.314,2.06
S00852,premium,381.83,1.172,1060.33,3.88,0.284,1342.3,0.314,0.15
S00853,premium,299.04,1.101,235.85,13.12,0.166,590.1,0.289,2.74
S00854,reservedel,7.01,2.362,2945.29,11.26,0.296,2799.9,0.227,0.78
S00855,kampanje,6181.83,1.031,91.87,4.86,0.232,49.9,0.673,18.96
S00856,ikke-mat,557.87,0.74,279.71,9.68,0.279,755.0,0.432,0.58
S00857,frossen,1300.46,0.475,48.07,26.06,0.329,295.3,0.464,5.52
S00858,ikke-mat,525.72,1.238,230.98,6.81,0.425,549.6,0.258,1.55
S00859,frossen,2011.69,0.447,86.38,10.62,0.374,526.9,0.383,3.31
S00860,kampanje,1233.33,0.574,59.29,13.3,0.346,82.4,0.687,13.15
S00861,sesong,2773.73,0.556,145.13,10.78,0.282,178.7,0.461,7.5
S00862,kampanje,954.87,0.636,110.19,9.47,0.257,161.7,0.322,11.77
S00863,ikke-mat,96.5,1.172,155.73,8.25,0.163,595.2,0.481,2.3
S00864,frossen,3116.35,0.354,151.89,9.97,0.255,385.2,0.392,5.08
S00865,ikke-mat,568.3,0.821,86.59,9.24,0.424,1699.2,0.47,1.19
S00866,reservedel,15.39,1.812,2647.11,42.9,0.258,952.1,0.287,0.85
S00867,ferskvare,4763.63,0.383,85.87,1.13,0.118,5.7,0.52,1.64
S00868,kampanje,1948.69,0.696,46.08,4.14,0.243,140.7,0.642,18.78
S00869,ferskvare,2350.42,0.6,72.7,2.07,0.138,2.9,0.506,3.71
S00870,ferskvare,3854.74,0.586,58.17,2.18,0.132,5.6,0.595,1.48
S00871,sesong,2360.56,0.868,56.79,19.04,0.242,89.4,0.142,4.38
S00872,frossen,3075.15,0.399,158.54,10.92,0.399,162.7,0.44,5.72
S00873,reservedel,26.53,2.116,498.72,10.58,0.374,982.3,0.107,0.45
S00874,premium,64.52,1.468,1510.31,15.85,0.196,241.9,0.296,1.93
S00875,kampanje,1552.65,0.868,43.99,7.14,0.284,120.5,0.682,14.46
S00876,kampanje,1138.46,1.075,31.35,10.53,0.296,115.9,0.315,18.87
S00877,frossen,2498.69,0.285,64.73,23.41,0.32,169.8,0.526,3.41
S00878,reservedel,17.53,1.558,1706.71,38.81,0.31,1963.9,0.273,1.01
S00879,kampanje,1537.98,1.05,49.36,11.9,0.253,32.9,0.364,8.26
S00880,reservedel,6.07,2.6,2458.16,16.49,0.56,2899.3,0.1,1.0
S00881,frossen,1870.99,0.401,155.85,10.95,0.289,329.6,0.494,5.86
S00882,ikke-mat,1233.4,1.346,283.46,20.08,0.341,451.7,0.379,2.87
S00883,premium,1091.4,1.24,780.26,3.35,0.168,630.3,0.239,0.5
S00884,frossen,1382.79,0.292,163.78,23.2,0.277,167.6,0.244,2.35
S00885,sesong,2624.59,0.617,155.0,13.12,0.315,99.4,0.207,9.63
S00886,ferskvare,3919.6,0.477,88.21,2.1,0.146,4.2,0.322,1.56
S00887,ikke-mat,354.67,1.406,169.33,10.53,0.389,1707.5,0.22,1.29
S00888,daglig,3035.51,0.418,55.7,3.17,0.124,17.1,0.518,7.3
S00889,reservedel,48.76,2.441,3127.21,49.01,0.58,941.7,0.108,0.02
S00890,daglig,2490.92,0.421,11.4,2.07,0.173,12.9,0.739,2.96
S00891,reservedel,19.29,1.542,534.65,69.86,0.447,2007.4,0.111,1.81
S00892,premium,32.69,1.392,1185.92,18.98,0.24,1080.7,0.221,1.8
S00893,daglig,2375.91,0.304,38.69,5.59,0.297,24.9,0.426,3.94
S00894,reservedel,55.73,2.206,2395.77,50.08,0.366,1901.5,0.243,0.59
S00895,frossen,5401.66,0.538,87.78,22.58,0.221,152.1,0.367,2.22
S00896,ikke-mat,152.11,1.682,69.57,25.96,0.328,1389.9,0.455,2.31
S00897,kampanje,2454.81,0.873,114.92,9.73,0.275,34.6,0.666,11.93
S00898,daglig,3582.22,0.358,22.69,2.26,0.177,14.3,0.68,6.92
S00899,premium,211.91,0.545,542.81,16.71,0.388,1173.8,0.143,1.65
S00900,sesong,1162.65,0.946,115.03,19.96,0.179,197.5,0.409,5.58
S00901,ferskvare,3862.06,0.597,28.04,2.87,0.16,3.8,0.511,2.33
S00902,ikke-mat,99.59,1.694,439.16,29.92,0.384,1024.5,0.44,0.1
S00903,ikke-mat,65.92,1.408,199.62,14.22,0.161,983.7,0.263,0.9
S00904,premium,34.11,1.143,708.43,17.94,0.183,919.4,0.148,1.58
S00905,reservedel,38.61,1.627,1669.56,20.86,0.385,1813.0,0.2,0.87
S00906,frossen,3170.12,0.37,73.9,12.75,0.209,333.0,0.532,5.08
S00907,ferskvare,1721.46,0.552,19.26,1.8,0.228,3.4,0.347,2.33
S00908,ferskvare,2236.37,0.303,64.12,1.88,0.15,2.4,0.629,2.98
S00909,frossen,3162.4,0.237,107.68,17.66,0.292,457.3,0.564,5.15
S00910,ikke-mat,1309.44,1.25,307.85,12.2,0.434,1616.0,0.207,3.61
S00911,frossen,1705.61,0.564,54.87,7.59,0.27,344.4,0.341,5.77
S00912,premium,146.74,0.809,1215.72,3.07,0.368,663.2,0.393,2.07
S00913,ferskvare,1490.24,0.281,86.45,2.37,0.164,2.2,0.649,2.01
S00914,daglig,9231.33,0.379,24.73,4.02,0.145,15.7,0.786,6.16
S00915,reservedel,59.12,1.306,2304.19,40.03,0.271,1928.4,0.19,1.47
S00916,premium,650.83,1.464,807.28,7.88,0.209,1209.3,0.206,1.45
S00917,daglig,7767.26,0.384,26.97,5.78,0.106,10.1,0.636,6.21
S00918,sesong,1813.75,0.727,71.39,13.87,0.282,356.7,0.282,7.54
S00919,frossen,4138.29,0.301,198.0,11.34,0.358,156.0,0.522,2.74
S00920,frossen,1172.97,0.474,49.87,21.56,0.321,241.9,0.304,4.88
S00921,kampanje,775.08,1.12,46.88,4.7,0.32,46.1,0.411,14.09
S00922,ikke-mat,406.55,0.858,331.27,18.67,0.444,1213.6,0.293,1.05
S00923,premium,311.34,0.766,1546.54,16.34,0.334,229.8,0.138,1.5
S00924,premium,1955.5,1.011,227.67,6.32,0.327,1068.6,0.11,0.13
S00925,reservedel,5.75,1.821,465.95,48.89,0.511,3563.6,0.285,0.55
S00926,kampanje,1715.42,0.764,90.85,4.6,0.272,74.7,0.388,16.47
S00927,ferskvare,2820.15,0.569,22.74,1.3,0.158,4.9,0.534,1.37
S00928,ikke-mat,198.89,0.966,193.59,20.59,0.481,1332.5,0.482,0.75
S00929,ferskvare,6377.31,0.428,42.16,2.97,0.121,3.5,0.649,5.5
S00930,frossen,5943.56,0.554,43.41,26.53,0.286,383.2,0.358,5.25
S00931,reservedel,234.5,1.229,657.15,36.42,0.202,2750.1,0.089,1.11
S00932,frossen,791.92,0.268,137.77,13.42,0.243,193.0,0.286,4.49
S00933,reservedel,54.86,1.915,862.83,65.96,0.366,1560.8,0.271,1.31
S00934,sesong,466.22,0.893,37.61,18.4,0.286,169.8,0.203,3.73
S00935,kampanje,2934.06,0.719,89.11,11.1,0.232,152.1,0.504,18.18
S00936,reservedel,740.11,0.973,2067.41,19.0,0.41,761.3,0.234,1.8
S00937,premium,828.96,1.493,910.43,10.17,0.419,1366.5,0.392,2.3
S00938,premium,107.17,1.539,1715.43,14.99,0.407,898.3,0.383,0.28
S00939,kampanje,3720.91,0.77,33.53,8.79,0.246,172.8,0.524,18.77
S00940,premium,162.63,0.529,1441.05,15.64,0.314,1223.6,0.352,1.76
S00941,kampanje,1121.93,0.99,56.14,4.02,0.248,144.6,0.584,11.97
S00942,reservedel,44.3,1.232,902.52,66.84,0.365,1437.8,0.146,0.77
S00943,reservedel,165.81,1.906,1924.38,31.89,0.426,1655.6,0.0,1.73
S00944,ikke-mat,278.24,1.191,83.4,25.93,0.21,964.5,0.436,1.83
S00945,ferskvare,6785.86,0.5,88.35,2.1,0.204,3.4,0.601,5.54
S00946,reservedel,138.43,2.491,1916.6,44.63,0.322,2799.2,0.265,1.29
S00947,sesong,3333.03,0.828,152.12,7.51,0.175,185.9,0.15,9.86
S00948,sesong,1355.69,0.717,59.52,12.19,0.347,209.0,0.104,4.7
S00949,frossen,1083.66,0.284,136.52,8.62,0.315,146.7,0.527,5.76
S00950,reservedel,23.17,1.687,398.37,30.35,0.226,1495.1,0.297,0.09
S00951,daglig,8912.49,0.309,32.61,5.73,0.14,11.1,0.699,6.35
S00952,premium,238.96,0.529,615.94,18.12,0.33,950.8,0.189,0.78
S00953,reservedel,542.71,1.116,3005.65,44.94,0.333,1883.6,0.218,0.75
S00954,reservedel,18.94,2.108,689.57,66.65,0.342,1948.8,0.21,1.22
S00955,reservedel,24.66,2.435,2576.88,59.46,0.303,1948.9,0.166,0.09
S00956,ferskvare,3390.29,0.363,36.19,1.52,0.143,3.0,0.542,3.92
S00957,reservedel,63.39,2.305,369.3,40.77,0.408,2402.2,0.266,1.25
S00958,kampanje,767.97,1.116,41.47,6.41,0.269,88.7,0.521,10.79
S00959,kampanje,2583.23,0.987,88.81,13.76,0.24,88.9,0.686,16.28
S00960,sesong,3086.73,0.72,39.82,19.29,0.275,234.4,0.316,5.74
S00961,premium,140.49,1.061,254.3,10.18,0.429,658.6,0.224,1.87
S00962,kampanje,1574.11,0.984,105.01,5.14,0.385,165.6,0.508,15.5
S00963,premium,392.55,0.723,235.16,20.66,0.228,939.2,0.19,1.11
S00964,sesong,2400.45,0.618,112.86,20.37,0.236,356.9,0.367,7.25
S00965,sesong,1052.59,0.876,104.62,11.63,0.312,154.7,0.413,5.3
S00966,sesong,3431.28,0.584,47.88,16.17,0.183,349.6,0.362,4.62
S00967,frossen,2270.6,0.443,182.47,9.31,0.385,324.0,0.467,3.49
S00968,sesong,1254.54,0.929,159.3,10.83,0.339,111.2,0.162,3.51
S00969,ferskvare,4806.37,0.388,25.38,2.46,0.225,5.1,0.38,4.83
S00970,ferskvare,2259.98,0.378,21.26,2.66,0.241,5.0,0.686,5.67
S00971,reservedel,268.85,1.494,1601.05,19.42,0.59,2847.6,0.08,0.74
S00972,sesong,2784.97,0.824,150.34,10.14,0.245,240.9,0.257,6.53
S00973,frossen,3421.54,0.36,185.96,14.34,0.25,424.3,0.58,3.84
S00974,daglig,5191.72,0.356,30.75,4.69,0.156,7.1,0.538,6.23
S00975,sesong,776.04,0.682,127.81,6.91,0.288,263.5,0.248,9.79
S00976,ferskvare,3445.32,0.361,17.33,1.62,0.131,4.3,0.667,5.35
S00977,ikke-mat,651.8,0.644,267.67,6.58,0.479,1630.7,0.186,2.8
S00978,kampanje,6570.72,1.071,67.57,5.92,0.328,42.0,0.534,10.55
S00979,kampanje,1110.78,0.621,60.03,11.34,0.233,115.0,0.569,12.26
S00980,ikke-mat,103.71,1.213,300.8,8.52,0.158,439.1,0.462,3.53
S00981,ikke-mat,886.67,1.231,368.45,21.87,0.19,1672.5,0.164,0.69
S00982,premium,93.73,1.033,796.63,12.97,0.444,333.1,0.327,1.0
S00983,kampanje,1792.45,0.907,40.6,8.05,0.327,116.5,0.589,18.04
S00984,daglig,4501.56,0.277,34.83,4.27,0.122,14.2,0.469,4.32
S00985,sesong,6189.68,0.665,103.57,15.71,0.237,196.6,0.381,3.43
S00986,reservedel,150.9,1.83,2441.07,68.96,0.518,2196.1,0.051,1.18
S00987,frossen,1555.13,0.53,66.18,21.96,0.376,396.5,0.474,4.0
S00988,premium,131.45,0.824,342.1,17.9,0.433,1276.7,0.2,0.28
S00989,sesong,751.69,0.778,155.67,10.48,0.26,301.0,0.194,9.75
S00990,kampanje,1473.68,0.555,22.52,12.82,0.329,144.5,0.614,13.05
S00991,ferskvare,4088.64,0.31,72.31,1.62,0.148,3.5,0.645,1.11
S00992,premium,106.77,1.248,376.66,17.26,0.433,296.4,0.146,2.92
S00993,frossen,1826.45,0.581,182.28,20.77,0.31,503.7,0.462,4.63
S00994,sesong,609.2,0.777,95.48,11.24,0.251,219.4,0.244,6.14
S00995,sesong,2883.13,0.463,66.79,8.71,0.309,197.0,0.212,8.67
S00996,premium,115.42,0.692,1523.13,12.91,0.382,1252.9,0.383,0.19
S00997,kampanje,1147.47,0.685,113.17,8.04,0.378,120.8,0.511,9.91
S00998,premium,241.12,1.112,209.75,3.33,0.383,387.3,0.28,2.04
